Employee_Id,Full_Name,Gender,Age,Gender,Education_Level,Hire_Date,Exit_Date,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Store_Location,Store_Location_Latitude,Store_Location_Longitude,Store_Id,Manager_Id,Manager_Name,Manager_Status
EMP006005,Jesse Wright,Male,29,,Some College,24/05/2021,26/10/2021,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23572.04,Jacksonville,30.3322,-81.6557,STR030,EMP005849,Scott Lin,Manager
EMP006006,Traci Rodriguez,Male,33,,Bachelor's,29/04/2021,23/09/2021,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,12649.35,Louisville,38.2527,-85.7585,STR037,EMP006342,David Gutierrez,Manager
EMP006007,Cheryl Beck,Male,24,,Some College,13/07/2018,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,42775.48,San Antonio,29.4241,-98.4936,STR127,EMP006232,Anna Love,Senior Manager
EMP006008,Christina Perez,Female,26,,High School,11/02/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,13637.39,Denver,39.7392,-104.9903,STR143,EMP005849,Scott Lin,Manager
EMP006009,Annette Fernandez,Male,32,,Bachelor's,26/03/2021,19/05/2024,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,16961,Nashville,36.1627,-86.7816,STR116,EMP006342,David Gutierrez,Manager
EMP006010,Tricia Bailey,Female,46,,High School,05/11/2013,,Meat/Fish & Bakery,Meat/Fish & Bakery Supervisor,Supervisor,Full-time,46557.58,Austin,30.2672,-97.7431,STR016,EMP006232,Anna Love,Senior Manager
EMP006011,Omar Chandler,Male,41,,Master's,28/08/2021,,Meat/Fish & Bakery,Butcher,Associate,Full-time,37644.32,Jacksonville,30.3322,-81.6557,STR150,EMP005849,Scott Lin,Manager
EMP006012,John Erickson,Male,34,,Some College,18/09/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,30178.22,Louisville,38.2527,-85.7585,STR051,EMP006342,David Gutierrez,Manager
EMP006013,Teresa Smith,Female,34,,Some College,22/04/2016,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31789.47,Jacksonville,30.3322,-81.6557,STR020,EMP006232,Anna Love,Senior Manager
EMP006014,Karen Cruz,Male,64,,Bachelor's,26/11/2013,,Meat/Fish & Bakery,Meat/Fish & Bakery Supervisor,Supervisor,Full-time,51033.65,San Diego,32.7157,-117.1611,STR117,EMP005849,Scott Lin,Manager
EMP006015,Jenny Soto,Male,30,,Bachelor's,26/05/2020,,Meat/Fish & Bakery,Butcher,Associate,Full-time,33459.48,Austin,30.2672,-97.7431,STR122,EMP006342,David Gutierrez,Manager
EMP006016,Kevin Smith,Male,21,,Some College,22/10/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29534.76,Phoenix,33.4484,-112.074,STR019,EMP006232,Anna Love,Senior Manager
EMP006017,Kimberly Garcia,Male,22,,Bachelor's,02/02/2020,,Meat/Fish & Bakery,Butcher,Associate,Full-time,29589.65,Philadelphia,39.9526,-75.1652,STR132,EMP005849,Scott Lin,Manager
EMP006018,Deborah Townsend,Female,33,,High School,19/09/2019,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,27469.16,Memphis,35.1495,-90.049,STR106,EMP006342,David Gutierrez,Manager
EMP006019,Julie Wallace,Male,28,,High School,18/01/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,27462.48,Philadelphia,39.9526,-75.1652,STR130,EMP006232,Anna Love,Senior Manager
EMP006020,Joe Gordon,Male,34,,Bachelor's,19/05/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22894.73,Boston,42.3601,-71.0589,STR061,EMP005849,Scott Lin,Manager
EMP006021,Wayne Barnes,Male,29,,Master's,15/10/2021,,Meat/Fish & Bakery,Butcher,Associate,Full-time,33015.81,Boston,42.3601,-71.0589,STR050,EMP006342,David Gutierrez,Manager
EMP006022,Maria Weaver,Female,39,,Bachelor's,26/05/2016,16/11/2024,Meat/Fish & Bakery,Butcher,Associate,Part-time,22943.65,New York,40.7128,-74.006,STR017,EMP006232,Anna Love,Senior Manager
EMP006023,Matthew Thompson,Male,34,,PhD,16/03/2020,01/07/2022,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,30561.54,Dallas,32.7767,-96.797,STR117,EMP005849,Scott Lin,Manager
EMP006024,Wanda Short,Female,48,,Bachelor's,29/07/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,13795.43,Memphis,35.1495,-90.049,STR126,EMP006342,David Gutierrez,Manager
EMP006025,James Richardson,Male,21,,Bachelor's,06/12/2021,,Meat/Fish & Bakery,Butcher,Associate,Full-time,29088.65,San Diego,32.7157,-117.1611,STR004,EMP006232,Anna Love,Senior Manager
EMP006026,Jennifer Cruz,Male,27,,High School,15/08/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,14776.17,Chicago,41.8781,-87.6298,STR093,EMP005849,Scott Lin,Manager
EMP006027,Sergio Andrews,Male,23,,Some College,23/08/2019,,Meat/Fish & Bakery,Butcher,Associate,Full-time,38497.19,Seattle,47.6062,-122.3321,STR043,EMP006342,David Gutierrez,Manager
EMP006028,Franklin Harris,Male,53,,High School,04/01/2012,19/08/2021,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,13973.42,Seattle,47.6062,-122.3321,STR128,EMP006232,Anna Love,Senior Manager
EMP006029,Leslie Vance,Male,23,,High School,02/01/2020,09/08/2020,Meat/Fish & Bakery,Butcher,Associate,Part-time,21983.98,Seattle,47.6062,-122.3321,STR049,EMP005849,Scott Lin,Manager
EMP006030,Gabriel Guzman,Male,36,,High School,04/04/2016,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23011.66,Charlotte,35.2271,-80.8431,STR055,EMP006342,David Gutierrez,Manager
EMP006031,Lori Smith,Male,32,,Some College,12/08/2021,,Meat/Fish & Bakery,Butcher,Associate,Full-time,35477.65,Philadelphia,39.9526,-75.1652,STR036,EMP006232,Anna Love,Senior Manager
EMP006032,Edward Taylor,Male,45,,High School,11/10/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,25560.67,San Antonio,29.4241,-98.4936,STR047,EMP005849,Scott Lin,Manager
EMP006033,Alison Adams,Male,29,,Master's,03/03/2013,22/05/2024,Meat/Fish & Bakery,Butcher,Associate,Full-time,37466.97,San Antonio,29.4241,-98.4936,STR044,EMP006342,David Gutierrez,Manager
EMP006034,Phillip Jenkins,Male,27,,Master's,31/08/2016,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,24336.9,Jacksonville,30.3322,-81.6557,STR021,EMP006232,Anna Love,Senior Manager
EMP006035,Yolanda Brown,Female,27,,PhD,12/01/2019,,Meat/Fish & Bakery,Butcher,Associate,Part-time,21402.25,Houston,29.7604,-95.3698,STR051,EMP005849,Scott Lin,Manager
EMP006036,Malik Washington,Male,21,,Bachelor's,01/06/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,14614.1,Boston,42.3601,-71.0589,STR093,EMP006342,David Gutierrez,Manager
EMP006037,Kristen Larson,Male,28,,High School,12/02/2021,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,45704.9,Fort Worth,32.7555,-97.3308,STR083,EMP006865,Jared Smith,Senior Manager
EMP006038,Michael Scott,Male,21,,Master's,18/10/2021,,Meat/Fish & Bakery,Butcher,Associate,Full-time,38484.14,Louisville,38.2527,-85.7585,STR036,EMP007124,Shelly Horton,Senior Manager
EMP006039,Luke Duncan,Male,27,,Some College,03/05/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23268.02,San Antonio,29.4241,-98.4936,STR010,EMP006675,Thomas Johnson,Manager
EMP006040,Bernard Hicks,Male,36,,High School,11/12/2019,23/01/2022,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,18399.57,New York,40.7128,-74.006,STR014,EMP006762,Scott Smith,Manager
EMP006041,Rebecca Boone,Female,39,,High School,19/01/2021,,Meat/Fish & Bakery,Butcher,Associate,Full-time,35122.9,Philadelphia,39.9526,-75.1652,STR063,EMP006986,Michael Stevens,Manager
EMP006042,Joel Roberts,Male,26,,Bachelor's,26/07/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23271.1,Denver,39.7392,-104.9903,STR063,EMP007299,William Hall,Manager
EMP006043,Tony Cooper,Male,23,,PhD,18/02/2019,,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,10510.17,Denver,39.7392,-104.9903,STR053,EMP006822,Lauren Thompson,Executive
EMP006044,Kevin Stokes,Male,25,,Bachelor's,26/11/2019,13/08/2023,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,14165.16,Dallas,32.7767,-96.797,STR062,EMP007274,Cory Hale,Executive
EMP006045,James Frank,Male,47,,Bachelor's,16/06/2021,,Meat/Fish & Bakery,Butcher,Associate,Seasonal,14561.67,Nashville,36.1627,-86.7816,STR017,EMP006865,Jared Smith,Senior Manager
EMP006046,Deborah Stewart,Female,28,,High School,08/09/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29588.68,Boston,42.3601,-71.0589,STR136,EMP007124,Shelly Horton,Senior Manager
EMP006047,Carol Bowman,Female,33,,Bachelor's,10/09/2020,29/11/2022,Meat/Fish & Bakery,Butcher,Associate,Full-time,29269.56,Fort Worth,32.7555,-97.3308,STR096,EMP006675,Thomas Johnson,Manager
EMP006048,Sheri Murphy,Male,35,,Some College,12/09/2019,24/01/2023,Meat/Fish & Bakery,Food Prep Worker,Entry,Contractor,29767.54,Memphis,35.1495,-90.049,STR034,EMP006762,Scott Smith,Manager
EMP006049,Russell Downs,Male,21,,High School,09/04/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Contractor,33160.88,Chicago,41.8781,-87.6298,STR081,EMP006986,Michael Stevens,Manager
EMP006050,Charles Ellis,Male,48,,Master's,16/04/2018,,Meat/Fish & Bakery,Butcher,Associate,Full-time,39233.96,Memphis,35.1495,-90.049,STR050,EMP007299,William Hall,Manager
EMP006051,Dylan Guzman,Male,34,,PhD,14/08/2014,16/11/2019,Meat/Fish & Bakery,Butcher,Associate,Part-time,20497.33,Baltimore,39.2904,-76.6122,STR052,EMP006822,Lauren Thompson,Executive
EMP006052,Ryan White,Male,32,,Some College,21/12/2021,28/07/2023,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31502.79,Louisville,38.2527,-85.7585,STR149,EMP007274,Cory Hale,Executive
EMP006053,Dawn Meyer,Male,41,,Master's,23/08/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,27356.89,Las Vegas,36.1699,-115.1398,STR141,EMP006865,Jared Smith,Senior Manager
EMP006054,April Wiley,Female,31,,High School,15/09/2019,23/05/2022,Meat/Fish & Bakery,Butcher,Associate,Part-time,19638.17,San Jose,37.3382,-121.8863,STR012,EMP007124,Shelly Horton,Senior Manager
EMP006055,Cheryl Wade,Male,40,,High School,03/10/2015,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,18289.22,Las Vegas,36.1699,-115.1398,STR125,EMP006675,Thomas Johnson,Manager
EMP006056,John Estrada,Male,39,,High School,10/04/2019,02/09/2020,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,16157.9,Denver,39.7392,-104.9903,STR077,EMP006762,Scott Smith,Manager
EMP006057,Cynthia Larson,Female,31,,Bachelor's,01/07/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,26719.03,Columbus,39.9612,-82.9988,STR137,EMP006986,Michael Stevens,Manager
EMP006058,Roy Paul,Male,26,,Bachelor's,10/07/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,26903.12,Baltimore,39.2904,-76.6122,STR039,EMP007299,William Hall,Manager
EMP006059,Gregory Joyce,Male,30,,High School,02/03/2021,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,47701.78,Louisville,38.2527,-85.7585,STR010,EMP006822,Lauren Thompson,Executive
EMP006060,Chase Choi,Male,22,,Bachelor's,22/11/2020,,Meat/Fish & Bakery,Butcher,Associate,Part-time,22789.98,Charlotte,35.2271,-80.8431,STR131,EMP007274,Cory Hale,Executive
EMP006061,Suzanne Williams,Male,44,,Master's,06/04/2018,,Meat/Fish & Bakery,Butcher,Associate,Full-time,32842.24,San Jose,37.3382,-121.8863,STR083,EMP006865,Jared Smith,Senior Manager
EMP006062,Michael Cortez,Male,33,,Bachelor's,16/12/2018,,Meat/Fish & Bakery,Butcher,Associate,Full-time,31999.6,Jacksonville,30.3322,-81.6557,STR017,EMP007124,Shelly Horton,Senior Manager
EMP006063,Jennifer Vargas,Male,43,,High School,29/10/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,10767.71,San Antonio,29.4241,-98.4936,STR142,EMP006675,Thomas Johnson,Manager
EMP006064,Linda Newman,Female,31,,Master's,20/07/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,27727.73,Detroit,42.3314,-83.0458,STR035,EMP006762,Scott Smith,Manager
EMP006065,Walter Howard,Male,30,,Some College,29/12/2016,03/09/2022,Meat/Fish & Bakery,Butcher,Associate,Part-time,18516.03,Baltimore,39.2904,-76.6122,STR029,EMP006986,Michael Stevens,Manager
EMP006066,Justin Saunders,Male,32,,Bachelor's,16/03/2018,,Meat/Fish & Bakery,Food Prep Worker,Entry,Contractor,32933.51,Los Angeles,34.0522,-118.2437,STR092,EMP007299,William Hall,Manager
EMP006067,Jeffrey Weaver,Male,35,,High School,08/07/2016,,Meat/Fish & Bakery,Butcher,Associate,Full-time,33837.79,Nashville,36.1627,-86.7816,STR096,EMP006822,Lauren Thompson,Executive
EMP006068,Wanda Reynolds,Female,26,,Some College,28/09/2020,,Meat/Fish & Bakery,Butcher,Associate,Part-time,19205.13,Boston,42.3601,-71.0589,STR052,EMP007274,Cory Hale,Executive
EMP006069,Kathryn Castillo,Male,21,,Some College,14/02/2021,30/03/2023,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23068.21,Seattle,47.6062,-122.3321,STR020,EMP006865,Jared Smith,Senior Manager
EMP006070,Alicia Wilson,Female,25,,High School,27/09/2020,,Meat/Fish & Bakery,Butcher,Associate,Full-time,30866.14,Memphis,35.1495,-90.049,STR098,EMP007124,Shelly Horton,Senior Manager
EMP006071,Jason Day,Male,29,,Bachelor's,25/05/2017,18/09/2018,Meat/Fish & Bakery,Butcher,Associate,Seasonal,15756.55,San Jose,37.3382,-121.8863,STR093,EMP006675,Thomas Johnson,Manager
EMP006072,Brian Christensen,Male,44,,High School,02/10/2021,,Meat/Fish & Bakery,Butcher,Associate,Part-time,18996.72,Phoenix,33.4484,-112.074,STR144,EMP006762,Scott Smith,Manager
EMP006073,Stephen Martinez,Male,25,,Bachelor's,21/11/2021,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Part-time,22519.73,Nashville,36.1627,-86.7816,STR126,EMP006986,Michael Stevens,Manager
EMP006074,Thomas Turner,Male,23,,PhD,03/10/2019,,Meat/Fish & Bakery,Butcher,Associate,Full-time,33528.07,Philadelphia,39.9526,-75.1652,STR023,EMP007299,William Hall,Manager
EMP006075,Bonnie Larson,Male,44,,High School,14/07/2019,20/10/2024,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Seasonal,15842.53,Phoenix,33.4484,-112.074,STR120,EMP006822,Lauren Thompson,Executive
EMP006076,John Ortega,Male,34,,High School,04/11/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22351.59,Fort Worth,32.7555,-97.3308,STR143,EMP007274,Cory Hale,Executive
EMP006077,Kristin Hickman,Male,24,,Bachelor's,21/08/2021,30/07/2022,Meat/Fish & Bakery,Butcher,Associate,Part-time,19126.65,Baltimore,39.2904,-76.6122,STR124,EMP006865,Jared Smith,Senior Manager
EMP006078,Jacqueline Turner,Male,36,,Bachelor's,21/02/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,27441.09,New York,40.7128,-74.006,STR103,EMP007124,Shelly Horton,Senior Manager
EMP006079,Charles Strickland,Male,41,,Master's,07/02/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,16510.27,Jacksonville,30.3322,-81.6557,STR084,EMP006675,Thomas Johnson,Manager
EMP006080,Thomas Carr,Male,28,,High School,01/03/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,25565.59,Portland,45.5152,-122.6784,STR134,EMP006762,Scott Smith,Manager
EMP006081,John Stewart,Male,25,,High School,20/09/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,10589.21,San Antonio,29.4241,-98.4936,STR091,EMP006986,Michael Stevens,Manager
EMP006082,Christopher Mcmillan,Male,35,,Bachelor's,18/05/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31655.18,New York,40.7128,-74.006,STR087,EMP007299,William Hall,Manager
EMP006083,Lee Rivera,Male,35,,High School,06/12/2019,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,25773.48,Charlotte,35.2271,-80.8431,STR037,EMP006822,Lauren Thompson,Executive
EMP006084,Mark Keller,Male,27,,Some College,12/02/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,24582.27,Phoenix,33.4484,-112.074,STR042,EMP007274,Cory Hale,Executive
EMP006085,Allen Porter,Male,24,,Bachelor's,26/06/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,14660.8,Memphis,35.1495,-90.049,STR069,EMP006865,Jared Smith,Senior Manager
EMP006086,Mr. Joshua Cohen,Male,24,,High School,10/09/2018,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,41866.47,San Antonio,29.4241,-98.4936,STR068,EMP007124,Shelly Horton,Senior Manager
EMP006087,Kyle Burke,Male,42,,High School,15/03/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29595.2,Fort Worth,32.7555,-97.3308,STR100,EMP006675,Thomas Johnson,Manager
EMP006088,Brent Holloway,Male,46,,Some College,20/05/2017,,Meat/Fish & Bakery,Butcher,Associate,Full-time,30471.86,New York,40.7128,-74.006,STR150,EMP006762,Scott Smith,Manager
EMP006089,Danny Smith,Male,26,,High School,02/04/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29092.96,Memphis,35.1495,-90.049,STR121,EMP006986,Michael Stevens,Manager
EMP006090,Tracy Roberts,Female,25,,Bachelor's,25/10/2017,01/08/2022,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,8884.6,Austin,30.2672,-97.7431,STR062,EMP007299,William Hall,Manager
EMP006091,Colleen Martin,Male,46,,Bachelor's,14/11/2015,,Meat/Fish & Bakery,Butcher,Associate,Full-time,33027.2,Philadelphia,39.9526,-75.1652,STR023,EMP006822,Lauren Thompson,Executive
EMP006092,Stephanie Brown,Female,27,,Bachelor's,08/01/2021,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,46637.98,Charlotte,35.2271,-80.8431,STR071,EMP007274,Cory Hale,Executive
EMP006093,Jennifer Barrett,Male,22,,High School,09/07/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,15232.4,Detroit,42.3314,-83.0458,STR125,EMP006865,Jared Smith,Senior Manager
EMP006094,Tara Jones,Female,35,,High School,14/10/2016,15/10/2021,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Part-time,26073.63,Denver,39.7392,-104.9903,STR116,EMP007124,Shelly Horton,Senior Manager
EMP006095,Kaitlyn Leblanc,Male,22,,Bachelor's,02/08/2020,19/04/2024,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,9619.92,Los Angeles,34.0522,-118.2437,STR139,EMP006675,Thomas Johnson,Manager
EMP006096,Madeline Ford,Male,26,,Some College,05/03/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,17651.97,San Antonio,29.4241,-98.4936,STR097,EMP006762,Scott Smith,Manager
EMP006097,Raymond Herrera,Male,35,,Bachelor's,13/05/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22522.79,Denver,39.7392,-104.9903,STR115,EMP006986,Michael Stevens,Manager
EMP006098,Danielle Reed,Male,31,,High School,08/03/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,18315.26,Dallas,32.7767,-96.797,STR079,EMP007299,William Hall,Manager
EMP006099,Michael Spencer,Male,27,,Bachelor's,30/10/2020,,Meat/Fish & Bakery,Butcher,Associate,Part-time,18227.01,Philadelphia,39.9526,-75.1652,STR142,EMP006822,Lauren Thompson,Executive
EMP006100,Kevin Torres,Male,27,,Some College,23/04/2016,,Meat/Fish & Bakery,Food Prep Worker,Entry,Seasonal,12297.59,Nashville,36.1627,-86.7816,STR143,EMP007274,Cory Hale,Executive
EMP006101,Hannah Marquez,Male,44,,High School,22/08/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,25525.29,Denver,39.7392,-104.9903,STR113,EMP006865,Jared Smith,Senior Manager
EMP006102,Jared Madden,Male,42,,High School,09/05/2019,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29226.84,Nashville,36.1627,-86.7816,STR008,EMP007124,Shelly Horton,Senior Manager
EMP006103,Jacob Miller,Male,28,,Bachelor's,19/09/2021,13/04/2023,Meat/Fish & Bakery,Butcher,Associate,Part-time,19098.42,San Diego,32.7157,-117.1611,STR107,EMP006675,Thomas Johnson,Manager
EMP006104,George Williams,Male,30,,Some College,30/05/2018,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,48588.68,Charlotte,35.2271,-80.8431,STR133,EMP006762,Scott Smith,Manager
EMP006105,Amber Parker,Female,22,,Bachelor's,08/12/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23266.37,San Diego,32.7157,-117.1611,STR107,EMP006986,Michael Stevens,Manager
EMP006106,Jerome Parker,Male,36,,Some College,06/06/2020,,Meat/Fish & Bakery,Butcher,Associate,Full-time,30142.24,Denver,39.7392,-104.9903,STR141,EMP007299,William Hall,Manager
EMP006107,Phillip Fowler,Male,38,,High School,05/10/2021,26/03/2022,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,26930.3,Dallas,32.7767,-96.797,STR123,EMP006822,Lauren Thompson,Executive
EMP006108,Charles Gonzales,Male,34,,High School,29/03/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,22819.38,Phoenix,33.4484,-112.074,STR061,EMP007274,Cory Hale,Executive
EMP006109,Natalie Oconnor,Male,28,,Some College,31/05/2019,,Meat/Fish & Bakery,Butcher,Associate,Full-time,30351.76,Las Vegas,36.1699,-115.1398,STR063,EMP006865,Jared Smith,Senior Manager
EMP006110,Richard Murray,Male,40,,High School,06/12/2020,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,31437.66,San Jose,37.3382,-121.8863,STR009,EMP007124,Shelly Horton,Senior Manager
EMP006111,Eric Shaffer,Male,33,,High School,19/06/2021,21/02/2023,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,19058.94,Los Angeles,34.0522,-118.2437,STR004,EMP006675,Thomas Johnson,Manager
EMP006112,Christina Roberts,Female,25,,High School,17/09/2021,10/01/2024,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Seasonal,16257.56,Austin,30.2672,-97.7431,STR073,EMP006762,Scott Smith,Manager
EMP006113,Christina Cook,Female,37,,Bachelor's,03/08/2021,,Meat/Fish & Bakery,Butcher,Associate,Part-time,23447.66,Dallas,32.7767,-96.797,STR081,EMP006986,Michael Stevens,Manager
EMP006114,Joseph Walker Jr.,Male,23,,High School,30/11/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,27448.25,Austin,30.2672,-97.7431,STR113,EMP007299,William Hall,Manager
EMP006115,Bradley Cobb,Male,34,,Bachelor's,13/12/2018,21/01/2022,Meat/Fish & Bakery,Butcher,Associate,Seasonal,12494.76,Dallas,32.7767,-96.797,STR025,EMP006822,Lauren Thompson,Executive
EMP006116,Cynthia Newman,Female,27,,Bachelor's,04/10/2021,,Meat/Fish & Bakery,Butcher,Associate,Seasonal,14571.51,Los Angeles,34.0522,-118.2437,STR109,EMP007274,Cory Hale,Executive
EMP006117,Veronica Simmons,Female,44,,High School,22/12/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,28589.02,Las Vegas,36.1699,-115.1398,STR130,EMP006865,Jared Smith,Senior Manager
EMP006118,John Nichols,Male,43,,High School,28/08/2019,,Meat/Fish & Bakery,Meat/Fish & Bakery Supervisor,Supervisor,Part-time,35882.55,San Diego,32.7157,-117.1611,STR144,EMP007124,Shelly Horton,Senior Manager
EMP006119,Thomas Jones,Male,38,,High School,31/08/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,24650.47,Austin,30.2672,-97.7431,STR042,EMP006675,Thomas Johnson,Manager
EMP006120,Karen Alvarez,Male,36,,Some College,15/02/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,28720.6,San Diego,32.7157,-117.1611,STR056,EMP006762,Scott Smith,Manager
EMP006121,Ronald Graham,Male,40,,Some College,05/07/2017,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Full-time,35780.36,Louisville,38.2527,-85.7585,STR034,EMP006986,Michael Stevens,Manager
EMP006122,Arthur White,Male,25,,Some College,24/11/2017,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,13881.88,Jacksonville,30.3322,-81.6557,STR028,EMP007299,William Hall,Manager
EMP006123,Eric Murphy,Male,29,,High School,10/10/2021,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Part-time,21035.27,Detroit,42.3314,-83.0458,STR085,EMP006822,Lauren Thompson,Executive
EMP006124,Tammy Daniel,Male,27,,Some College,08/07/2020,,Meat/Fish & Bakery,Butcher,Associate,Full-time,39993.53,Charlotte,35.2271,-80.8431,STR090,EMP007274,Cory Hale,Executive
EMP006125,Dr. Jose Garcia,Male,23,,Some College,06/11/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,18013.64,Portland,45.5152,-122.6784,STR070,EMP006865,Jared Smith,Senior Manager
EMP006126,Ashley Coleman,Female,24,,High School,31/03/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,29867.23,Louisville,38.2527,-85.7585,STR146,EMP007124,Shelly Horton,Senior Manager
EMP006127,Eduardo Booth,Male,34,,Bachelor's,15/08/2021,02/03/2024,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,16258.36,New York,40.7128,-74.006,STR089,EMP006675,Thomas Johnson,Manager
EMP006128,Nicholas Ramos MD,Male,38,,Bachelor's,05/09/2021,,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,Part-time,23700.6,San Diego,32.7157,-117.1611,STR029,EMP006762,Scott Smith,Manager
EMP006129,Robert Chapman,Male,36,,High School,16/11/2014,,Meat/Fish & Bakery,Food Prep Worker,Entry,Full-time,23512.64,Fort Worth,32.7555,-97.3308,STR112,EMP006986,Michael Stevens,Manager
EMP006130,Eric Clark,Male,40,,High School,21/01/2019,,Meat/Fish & Bakery,Butcher,Associate,Full-time,31416.1,Portland,45.5152,-122.6784,STR004,EMP007299,William Hall,Manager
EMP006131,Kevin Johnston,Male,29,,Some College,27/03/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,15455.83,San Diego,32.7157,-117.1611,STR034,EMP006822,Lauren Thompson,Executive
EMP006132,Lori Jordan,Male,21,,High School,10/06/2021,,Meat/Fish & Bakery,Food Prep Worker,Entry,Part-time,17737.86,Phoenix,33.4484,-112.074,STR090,EMP007274,Cory Hale,Executive
